contract_id,file_name,file_type,page,sentence_id,sentence
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,1,15,D. CONSULTANT’S PROGRESS REPORTS AND/OR MEETINGS
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,1,16,1) The CONSULTANT shall submit written progress reports with each
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,1,17,invoice.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,1,18,"The report should be sufficiently detailed for the Contract Manager to determine if the CONSULTANT is performing to expectations or is on schedule; to provide communication of interim findings; and to sufficiently address any difficulties or special problems encountered, so remedies can be"
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,1,19,developed.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,1,20,"2) The CONSULTANT’s Project Manager shall meet with the COMMISSION’s Contract Manager, as needed, to discuss progress on the contract."
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,1,21,2. COMPENSATION.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,1,22,"In consideration for CONSULTANT accomplishing said result, COMMISSION agrees to pay CONSULTANT as follows: A."
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,1,23,"Total payment is not to exceed $_____for time and materials at the rates and conditions set forth in Exhibit B: Fee Schedule, which by this reference is incorporated herein."
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,1,24,B.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,1,25,"In no event, will the CONSULTANT be reimbursed for overhead costs at a rate that exceeds the overhead rate set forth in the Fee Schedule."
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,1,26,C.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,1,27,Transportation and subsistence costs shall not exceed the rates authorized to employees under current U.S. General Service Administration rules.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,1,28,D.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,1,29,Reimbursable expenses will be billed by CONSULTANT and processed for payment upon approval of the Contract Manager.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,1,30,E.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,1,31,Progress payments will be made no less than monthly in arrears based on satisfactory services provided and actual allowable incurred
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,1,32,costs.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,1,33,"A pro rata portion of the CONSULTANT’s fixed fee, if applicable, will be included in the monthly progress"
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,1,34,payments.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,1,35,If CONSULTANT fails to submit the required
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,2,36,"Page 2 deliverable items according to the schedule set forth in the Scope of Services, the COMMISSION may delay payment and/or terminate this Agreement in accordance with the provisions of Section 4 of this Agreement."
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,2,37,F.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,2,38,"No payment will be made prior to approval of any work, nor for any work performed prior to approval of this Agreement."
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,2,39,G.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,2,40,"CONSULTANT shall not exceed milestone cost estimates as shown in Exhibit B, except with the prior written approval of the Contract Manager."
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,2,41,H.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,2,42,The CONSULTANT will be reimbursed after receipt by the COMMISSION’s Contract Manager of itemized
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,2,43,invoices.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,2,44,Invoices shall be submitted no later than 45calendar days after the performance of work for which the CONSULTANT is
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,2,45,billing.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,2,46,"Invoices shall be mailed to the COMMISSION’s Contract Manager at the following address: SCCRTC, 1523 Pacific Ave, Santa Cruz, CA, 95060 The invoices must include the following information:"
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,2,47,1.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,2,48,"Labor (staff name, hours charged, hourly billing rate, current charges and cumulative"
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,2,49,charges) performed during the billing period by task;
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,2,50,2.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,2,51,Itemized expenses incurred during the billing period;
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,2,52,3.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,2,53,Total invoice/payment requested;
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,2,54,4.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,2,55,Total amount previously paid under this Agreement;
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,2,56,5.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,2,57,Report of expenditures by CONSULTANT and subconsultants for each task and subtask or milestone and estimated percentage completion by such divisions of work;
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,2,58,6.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,2,59,"Written progress reports, in a format to be mutually agreed upon, that is sufficiently detailed for the Contract Manager to determine if the CONSULTANT is performing to expectations and is on schedule; provides communication of interim findings; addresses any difficulties or special problems encountered, so remedies can be developed; and other information as requested by"
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,2,60,COMMISSION.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,2,61,7.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,2,62,CONSULTANT's final invoice must be submitted within 60-calendar days after acceptance of the CONSULTANT’s work by the Contract Manager.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,2,63,I.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,2,64,"For personnel subject to prevailing wage rates as described in the California Labor Code, all salary increases, which are the direct result of changes in the prevailing wage rates are reimbursable."
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,2,65,3.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,2,66,TERM.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,2,67,"This Agreement shall take effect on (DATE); contingent upon prior approval by the COMMISSION governing board, and the CONSULTANT shall commence work after notification to proceed by the COMMISSION’S Contract"
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,2,68,Manager.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,2,69,"The Agreement shall end on (DATE), unless earlier terminated or extended by contract"
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,2,70,amendment.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,2,71,The CONSULTANT is advised that this Agreement is not binding and enforceable until it is fully executed and approved by the COMMISSION's board.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,2,72,4.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,2,73,EARLY TERMINATION.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,2,74,A.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,2,75,"COMMISSION may terminate this Agreement for its convenience any time, in whole or part, by giving CONSULTANT thirty-day (30-day) written notice"
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,2,76,thereof.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,2,77,"Within thirty days of the COMMISSION's receipt of CONSULTANT's final billing, COMMISSION shall pay CONSULTANT its allowable costs incurred to date of termination and those allowable costs determined by COMMISSION to be reasonably necessary to effect such"
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,2,78,termination.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,2,79,"Thereafter, CONSULTANT shall have no further claims against COMMISSION under this Agreement."
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,2,80,B.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,2,81,"COMMISSION may terminate this Agreement for CONSULTANT's default if a federal or state proceeding for the relief of debtors is undertaken by or against CONSULTANT, or CONSULTANT's"
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,3,82,"Page 3 principal, or if CONSULTANT or CONSULTANT's principal makes an assignment for the benefit of creditors, or if CONSULTANT breaches any term(s) or violates any provision(s) of this Agreement and does not cure such breach or violation within ten"
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,3,83,(10) days after written notice thereof by
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,3,84,COMMISSION.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,3,85,"CONSULTANT shall be liable for any and all reasonable costs incurred by COMMISSION as a result of such default, including but not limited to reprocurement costs of the same or similar services defaulted by CONSULTANT under this Agreement."
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,3,86,C.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,3,87,CONSULTANT may terminate this Agreement by giving the COMMISSION at least one hundred and twenty
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,3,88,(120) days advance written
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,3,89,notice.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,3,90,"CONSULTANT shall be liable for any and all reasonable costs incurred by COMMISSION as a result of such default, including but not limited to reprocurement costs of the same or similar services defaulted or not provided by CONSULTANT under this Agreement."
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,3,91,"5. INDEMNIFICATION FOR DAMAGES, TAXES AND CONTRIBUTIONS."
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,3,92,"CONSULTANT shall exonerate, indemnify, defend, and hold harmless the COMMISSION (which for the purpose of this Agreement shall include, without limitation, its officers, agents, employees and"
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,3,93,volunteers) from and against:
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,3,94,A.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,3,95,"Any and all claims, demands, losses, damages, defense costs, or liability of any kind or nature which COMMISSION may sustain or incur or which may be imposed upon it for injury to or death of persons, or damage to property which arise out of, pertain to, or relate to CONSULTANT’S negligence, recklessness, or willful misconduct under the terms of this"
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,3,96,Agreement.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,3,97,"Such indemnification includes any damage to the person(s), or property(ies) of CONSULTANT and third persons."
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,3,98,B.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,3,99,"Any and all Federal, State and Local taxes, charges, fees, or contributions required to be paid with respect to CONSULTANT and CONSULTANT’S officers, employees and agents engaged in the performance of this Agreement (including, without limitation, unemployment insurance, social security and payroll tax withholding)."
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,3,100,6.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,3,101,INSURANCE.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,3,102,"CONSULTANT, at its sole cost and expense, for the full term of this Agreement, and any extensions thereof, shall obtain and maintain at minimum compliance with all of the following insurance coverage(s) and"
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,3,103,requirements.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,3,104,Such insurance coverage shall be primary coverage as respects COMMISSION and any insurance or self-insurance maintained by COMMISSION shall be excess of CONSULTANT’S insurance coverage and shall not contribute to it.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,3,105,"If CONSULTANT utilizes one or more subconsultants in the performance of this Agreement, CONSULTANT shall obtain and maintain Independent CONSULTANT’s Insurance as to each subconsultant or otherwise provide evidence of insurance coverage from each subconsultant equivalent to that required of CONSULTANT in this Agreement."
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,3,106,A.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,3,107,Types of Insurance and Minimum Limits
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,3,108,1) Workers’ Compensation in the minimum statutorily required coverage
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,3,109,amounts.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,3,110,This insurance coverage shall not be required if the CONSULTANT has no employees and certifies to this fact by initialing here .
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,3,111,"2) Automobile Liability Insurance for each of CONSULTANT’S vehicles used in the performance of this Agreement, including owned, non-owned (e.g. owned by CONSULTANT’S employees), leased or hired vehicles, in the minimum amount of $1,000,000 combined single limit per occurrence for bodily injury and property"
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,3,112,damage.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,3,113,This insurance coverage shall not be required if vehicle use by the CONSULTANT is not a material part of performance of this Agreement and CONSULTANT and COMMISSION both certify to this fact by initialing here / .
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,4,114,Page 4
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,4,115,"3) Comprehensive or Commercial General Liability Insurance coverage in the minimum amount of one million dollars ($1,000,000) combined single limit (CSL), including coverage for:"
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,4,116,"(a) bodily injury,"
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,4,117,"(b) personal injury,"
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,4,118,"(c) broad form property damage,"
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,4,119,"(d) contractual liability, and"
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,4,120,(e) cross-liability.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,4,121,"4) Professional Liability Insurance in the minimum amount of one million dollars ($1,000,000) combined single limit, if, and only if, this Subparagraph is initialed by CONSULTANT and COMMISSION __ / ."
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,4,122,B.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,4,123,Other Insurance Provisions
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,4,124,"1) If any insurance coverage required in this Agreement is provided on a “Claims Made” rather than “Occurrence” form, CONSULTANT agrees to maintain the required coverage for a period of three"
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,4,125,(3) years after the expiration of this Agreement (hereinafter “post agreement coverage”) and any extensions
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,4,126,thereof.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,4,127,CONSULTANT may maintain the required post agreement coverage by renewal or purchase of prior acts or tail
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,4,128,coverage.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,4,129,This provision is contingent upon post agreement coverage being both available and reasonably affordable in relation to the coverage provided during the term of this
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,4,130,Agreement.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,4,131,"For purposes of interpreting this requirement, a cost not exceeding 100% of the last annual policy premium during the term of this Agreement in order to purchase prior acts or tail coverage for post agreement coverage shall be deemed to be"
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,4,132,reasonable.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,4,133,The COMMISSION will not be responsible for any premiums or assessments on the policy.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,4,134,2) All required Automobile and Comprehensive or Commercial General Liability Insurance shall be endorsed to contain the following clause:
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,4,135,"“Santa Cruz County Regional Transportation Commission, its officials, employees, agents and volunteers are added as an additional insured as respects the operations and activities of, or on behalf of, the named insured performed under Agreement with the Commission.”"
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,4,136,3) All required insurance policies shall be endorsed to contain the following clause: “This insurance shall not be canceled until after thirty
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,4,137,(30) days prior written notice has been given to:
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,4,138,Santa Cruz County Regional Transportation Commission Attn: Yesenia Parra
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,4,139,"1523 Pacific Avenue Santa Cruz, CA 95060"
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,4,140,4) CONSULTANT agrees to provide its insurance broker(s) with a full copy of these insurance provisions and provide COMMISSION on or before the effective date of this Agreement with Certificates of Insurance for all required
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,4,141,coverages.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,4,142,All Certificates of Insurance shall be delivered or sent to:
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,4,143,Santa Cruz County Regional Transportation Commission Attn: Yesenia Parra
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,4,144,"1523 Pacific Avenue Santa Cruz, CA 95060"
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,4,145,"5) The CONSULTANT agrees that the insurance herein provided for, shall be in effect at all times during the term of this"
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,4,146,contract.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,4,147,"In the event said insurance coverage expires at any time or times during the term of this contract, the CONSULTANT agrees to provide at least thirty"
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,4,148,"(30) days prior notice to said expiration date; and a new Certificate of Insurance evidencing insurance coverage as provided for herein, for not less than either the remainder of the term of the contract, or for a period of not less than one"
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,4,149,(1)
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,4,150,year.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,4,151,New Certificates of Insurance are subject to the approval of the
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,4,152,COMMISSION.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,4,153,In the event the CONSULTANT fails to keep in effect at all times insurance
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,5,154,"Page 5 coverage as herein provided, the COMMISSION may, in addition to any other remedies it may have, terminate this Agreement upon occurrence of such event."
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,5,155,"6) If any insurance policy of CONSULTANT required by this document includes language conditioning the insurer’s legal obligation to defend or indemnify COMMISSION on the performance of any act(s) by the named insured, then said insurance policy, by endorsement, shall also name the COMMISSION as a named"
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,5,156,insured.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,5,157,"Notwithstanding the foregoing, both the CONSULTANT and its insurers agree that by naming the COMMISSION as a named insured, the COMMISSION may at its sole direction, but is not obligated to, perform any act required by the named insured under said insurance policies."
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,5,158,7) CONSULTANT shall do all things required to be performed by it pursuant to its insurance policies including but not limited to paying within five
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,5,159,"(5) work days, all deductibles and self-insured retentions"
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,5,160,(SIR) required to be paid under any insurance policy that may provide defense or indemnity coverage to COMMISSION or any additional insured.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,5,161,"8) CONSULTANT shall cause the foregoing provisions to be inserted in all subcontracts for any work covered under this Agreement by a subconsultant compensated more than $50,000 and employing more than fifteen"
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,5,162,"(15) employees, provided that the foregoing provisions shall not apply to contracts or subcontracts for standard commercial supplies or raw materials."
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,5,163,7.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,5,164,"FEDERAL, STATE AND LOCAL"
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,5,165,LAWS.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,5,166,"CONSULTANT warrants that in the performance of this Agreement, it shall exercise usual and customary professional care in its efforts to comply with all applicable federal, state and local laws, statutes and ordinances and all lawful orders, rules and regulations promulgated"
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,5,167,thereunder.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,5,168,"In the event of a conflict between the laws and lawful regulations of any government entities having jurisdiction over the project, the CONSULTANT shall notify COMMISSION of the nature and impact of such"
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,5,169,conflict.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,5,170,The COMMISSION agrees to cooperate and work with the CONSULTANT in an effort to resolve any conflict.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,5,171,8.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,5,172,EQUAL EMPLOYMENT
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,5,173,OPPORTUNITY.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,5,174,"During and in relation to the performance of this Agreement, CONSULTANT agrees to the following:"
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,5,175,"The CONSULTANT shall not discriminate or permit discrimination against any employee or applicant for employment in any manner prohibited by Federal, State and local laws, including but not limited to race, color, gender, religion, national origin, ancestry, physical or mental disability, medical condition, marital status, sexual orientation, age (over 18), veteran status, pregnancy, or any other non-merit factor unrelated to job duties."
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,5,176,"Such action shall include, but not be limited to, the following: recruitment; advertising, layoff or termination; rates of pay or other forms of compensation; and selection for training (including apprenticeship), employment, upgrading, demotion, or transfer."
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,5,177,"The CONSULTANT agrees to post in conspicuous places, available to employees and applicants for employment, notice setting forth the provisions of this non-discrimination clause."
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,5,178,"CONSULTANT shall comply fully with all federal, State and local laws and regulations which prohibit discrimination."
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,5,179,"The CONSULTANT’s signature affixed herein, and dated, shall constitute a certification under penalty of perjury under the laws of the State of California that the CONSULTANT has, unless exempt, complied with, the nondiscrimination program requirements of Government Code Section 12990 and Title 2, California Administrative Code, Section 8103."
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,6,180,"Page 6 In the event of CONSULTANT’S non-compliance with the non-discrimination clauses of this Agreement or with any of the said rules, regulations or orders the COMMISSION may cancel, terminate or suspend the Agreement in whole or in part."
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,6,181,CONSULTANT may also be declared ineligible for further agreements with the COMMISSION.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,6,182,9.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,6,183,HARASSMENT.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,6,184,"The COMMISSION maintains a strict policy prohibiting unlawful harassment, including sexual harassment, in any form, including verbal, physical and visual harassment by any employee, supervisor, manager, officer or Board member, or agent of the"
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,6,185,employer.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,6,186,"Vendors, CONSULTANTs, and consultants shall not engage in conduct that has an effect of unreasonably interfering with a COMMISSION employee's work performance or creates an intimidating, hostile or offensive work environment."
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,6,187,10.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,6,188,LICENSES.
